"time","Pop.Bighorn.BCS","Pop.Bighorn.Ejido","Demand.Permit.Ejido","Price.Permit.Ejido","Rainfall.Change","Income.From.Permits","No.Permits.Ejido","Price.Permit.Relative","No.Permits.BCS","Price.Permit.Ejido.1","Sighting.Bighorn.Ejido","RunID","FutureID","Climate.Scenario","Resilience"
12.5,195.319645060481,42.1198645038517,18.1361054604148,308.876994315905,0.352854710231729,333.985467750517,1.08128955505483,0.291378126750198,5.16893908688058,308.876994315905,2.6408488723781,"1","1","CEH_1.1","NO"
13,169.828666927055,36.6296314485833,18.3804997649184,342.175576103884,0.220027393338397,321.703724685968,0.940171500108175,0.263022863948291,4.49434584155758,342.175576103884,2.29661994515131,"1","1","CEH_1.1","NO"
13.5,141.670278245733,30.5620097022097,18.6197190104207,385.849055675084,0.230668972175262,302.616267281703,0.784286660368376,0.233251834302239,3.74916224349507,385.849055675084,1.91618966039904,"1","1","CEH_1.1","NO"
14,119.850745915601,25.859827833098,18.8544910582821,426.666556241367,0.256019328156694,283.090584606048,0.663493729388769,0.2109375545926,3.17173013991048,426.666556241367,1.62137029587746,"1","1","CEH_1.1","NO"
14.5,100.669066642277,21.7251637971484,19.0857552353448,469.771685868739,0.212535436071944,261.805617510012,0.557303952931647,0.191582427607498,2.66410617962123,469.771685868739,1.36213340170367,"1","1","CEH_1.1","NO"
15,77.6749986570034,16.7660754353251,19.3134256455631,534.610826207009,0.0858709349543144,229.887355869544,0.430008792565171,0.168346759152892,2.05559116445894,534.610826207009,1.05120640650531,"1","1","CEH_1.1","NO"
15.5,58.495215284812,12.6285679673116,19.5370802687128,606.291072941961,0.169562077170085,196.33494216963,0.323829511816719,0.148443551318156,1.54801737729726,606.291072941961,0.791791233639302,"1","1","CEH_1.1","NO"
16,43.5450165183438,9.40277805092807,19.7578763006109,681.812977739572,0.0694234545686017,164.361389645111,0.241065211445551,0.132001007517309,1.15237531714145,681.812977739572,0.589539308958229,"1","1","CEH_1.1","NO"
16.5,33.3343216670353,7.1993531230198,19.976114469297,750.888722569671,0.218071295803988,138.568107362291,0.184538804748708,0.119857972686025,0.882159488596423,750.888722569671,0.451388051712274,"1","1","CEH_1.1","NO"
17,27.4556071881542,5.93084884681482,20.1929053950586,801.665924069733,0.202567555692745,121.848603980096,0.151994241393622,0.112266216260143,0.726585188627313,801.665924069733,0.371854840319432,"1","1","CEH_1.1","NO"
17.5,22.4527790884489,4.85110025363869,20.4085572639052,854.879307726542,0.201962826597449,106.260288324958,0.124298585033653,0.105278018998197,0.594190345796712,854.879307726542,0.304156311648233,"1","1","CEH_1.1","NO"
18,17.609949590293,3.80551333556166,20.6231522096868,919.841261278781,0.121526696603328,89.6741112287687,0.0974886809318622,0.0978429689867144,0.466029705957514,919.841261278781,0.238599665963285,"1","1","CEH_1.1","NO"
18.5,12.8648175312937,2.78063782712301,20.8365824083608,1004.64661673302,0.0868232687621153,71.5505601770374,0.0712196298532418,0.0895837387007466,0.340454531148156,1004.64661673302,0.174341592898006,"1","1","CEH_1.1","NO"
19,9.59500221518984,2.07430103619177,21.0489395495772,1084.65478197805,0.152814076011146,57.6146192381648,0.053117932263291,0.0829757094103893,0.253922138622784,1084.65478197805,0.130055393504384,"1","1","CEH_1.1","NO"
19.5,7.33810514002092,1.58670710300337,21.2605302653629,1158.60423248564,0.124894362347295,47.0668487533422,0.0406237500551558,0.077679674798802,0.194195614425514,1158.60423248564,0.0994840252484094,"1","1","CEH_1.1","NO"
20,5.62984946867312,1.21757594930919,21.4714629850972,1232.40707842197,0.158177576881018,38.4102424341193,0.0311668466585744,0.0730278181420702,0.148988336338965,1232.40707842197,0.0763400858631401,"1","1","CEH_1.1","NO"
20.5,4.06490921659243,0.879300113353883,21.6818224214869,1324.05272394398,0.0390504134626063,29.7956052128273,0.0225033374230557,0.0679731240096811,0.107573757507902,1324.05272394398,0.0551307260881666,"1","1","CEH_1.1","NO"
21,2.86522992880055,0.619916454407566,21.8915434914611,1423.36914563692,0.124130398525222,22.5773573924852,0.0158619128858399,0.0632302591888256,0.0758254448357779,1423.36914563692,0.0388677810072524,"1","1","CEH_1.1","NO"
